text,annotations
Är det svårt att hitta en man med tillräckligt stor kuk om man fött barn?: Alltså för att man ska känna mycket av penetrationen.  Jag har träffat flera kvinnor som fött barn som jag upplever väldigt stora där nere. Min omkrets är mellan 16-17cm där den är som tjockast men det känns ändå som att man behöver bedydligt mer för att kunna känna tillräckliht med vissa. Ibland brukar jag tänka: hur fan hittar dessa tjejer nån som de verkligen kan njuta av rent penetrationsmässigt? Hur mánga män har en penis på typ 20cm i omkrets liksom? Falukorv?  Måste ju kännas sjukt tråkigt som tjej. Prrsonligen tror jag att problemet inte är helt sällsynt.. borde vara betydligt vanligare än män med.micropenisar  Hur gör ni?  Ser ni det som ett problem?,"{'annotator 1': {'category': 'Sexualization and objectification (Outsized focus on appearance, using degrading language. Includes: Dehumanization/Sexual harassment)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '4'}, 'annotator 2': {'category': 'Sexualization and objectification (Outsized focus on appearance, using degrading language. Includes: Dehumanization/Sexual harassment)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '7'}, 'annotator 3': None, 'annotator 4': None}"
"Är uttrycken ""fruntimmer"" och ""kärring"" kvinnoförnedrande?: ofta hör man ganska ordningssamma och ordentliga män som iallafall jag inte uppfattar som några kvinnofientliga personer, använda sig av uttrycken kärring och fruntimmer. Typ fikarummet på jobbet: ""jens har ju skaffat ny kärring""  alltid tyckt de låter lite nedlåtande mot kvinnor, är det det? hur reagerar feminister exempelvis när de hör uttrycken? dock aldrig hört varken någon kvinna eller man klaga när en man använder dessa uttryck.","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': 'Violence against women (Intent to assert power over women through threats of violence. Includes: Rape and sexual violence/Domestic and other violence/Degrading language)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '3'}, 'annotator 3': None, 'annotator 4': None}"
"Är inte KK-upplägg känslomässigt riskabelt?: För det första kan man bli förtjust i sin sexkompis och för det andra lär inte upplägget hålla särskilt länge, rent statistiskt då alltså. Som värst blir man förtjust men har endast använts för sex.  Är det inte lose-lose? Bättre att vänta in en regelrätt partner istället?  Hur ser ni på det hela?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Finns många variationer av fittor - vilken föredrar du?: https://sv.wikipedia.org/wiki/Vulva#...y_Expanded.jpg  Wikipedia-länken ovan visar ett antal olika varianter på hur en fitta kan se ut som normalt.  Min fråga är givetvis vilken av dessa ni skulle föredra när ni tittar på bilderna?  Även berätta i övrigt vad ni gillar med fittor t.ex håriga, rakade, stora blygdläppar, bullig fitta osv osv?  När det gäller behåring så gillar jag själv bådeoch, det spelar alltså ingen roll för mig. :yes: Edit: Jag är man.","{'annotator 1': {'category': 'Sexualization and objectification (Outsized focus on appearance, using degrading language. Includes: Dehumanization/Sexual harassment)', 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': '4'}, 'annotator 2': {'category': 'Sexualization and objectification (Outsized focus on appearance, using degrading language. Includes: Dehumanization/Sexual harassment)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '10'}, 'annotator 3': None, 'annotator 4': None}"
"Måste man vara känslomässigt involverad i sin familj?: Har nyss samtalat med kollegorna på jobbet. De hade en diskussion om deras barn, fruar/män med mera (familjer alltså). De stod och nästan grät och berättade om hur mycket de älskade sina män/fruar och barn vilket såg ut som ett spel för galleriet då jag har svårt att tro att någon seriöst skulle gråta när de pratar om sin familj. Detta fick mig att tänka till därav denna trådstart nu.  Är det sant att man älskar sina barn och sin familj såpass mycket att man gråter? Älskar ni här som har barn era barn såpass mycket att ni börjar gråta när ni pratar om dem? Om man skulle ingå i ett förhållande och skaffa barn tror ni personligen att man måste älska sina barn eller fru för att det ska fungera eller fungerar det lika bra att ""spela"" att man älskar dem? Personligen tycker jag barn bara är jobbiga men kan vara intressanta att samtala med då de inte är lika förstörda som sina föräldrar. De är väldigt kreativa och kommer med många idéer om hur man ska göra saker. (även om det inte är de bästa idéerna).  Min personliga tanke är ju att man skulle kunna ha en bra familj och relation till sina barn och sin fru även om man inte ""älskar"" dem men nu söker jag era tankar på det. Självklart kan man enligt mig möta sin frus och barns behov även om man inte är känslomässigt kopplad med dem då människor har ganska förutsägbara behov vilket man kan bemöta rent logiskt (jag förstår mig inte på känslomässiga behov).  Nu kanske ni anser mig som en idiot men ni behöver inte vara oroliga att jag ska bilda familj. Det jag helt enkelt vill ha svar på är att tror ni man måste kunna känna en ""connection"" med sin familj för att vara en bra far eller man? Personligen så kan man ju bemöta alla andras ""behov"" utan att känna en connection så varför inte sin familj ocskå? men vill gärna veta vad ni tror. Tack på förhand! MVH","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': 'Stereotype (A widely held but fixed and oversimplified image or idea of a particular type of person or thing. Includes: Gender essentialism/Benevolent sexism/Intersectional, identity-based misogyny/Transmisogyny and homophobia )', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '6'}, 'annotator 3': None, 'annotator 4': None}"
"Pressträff: Finansmarknadsminister, möjligheten med kontanta betalningar (2024-01-12): Pressträff Kl. 11.00Finansmarknadsminister Niklas Wykman håller pressträff med anledning av tillsättandet av en utredning om möjligheten att betala kontant.  Kan ses live här kl. 11 eller senare: https://www.youtube.com/watch?v=jopipHZOzBkhttps://www.regeringen.se/pressmedde...a-betalningar/  Ett led i förebyggande om hela betalningssystemet havererar / Kontanthanteringen tillbaka?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Var AI-varningen ett simpelt PR-trick?: Som rubriken lyder.  Hittills verkar chat-botar ju producera skrattretande dåliga resultat över hela spektrat. Det enda de gör är att rapa upp vad människor har skrivit på diverse chatforum, mestadels nonsens.  Att människor kan kontrollera AI är självklart: man drar ju bara ut sladden om det börjar spåra. Datorer har inga armar, vilket är en stor nackdel för dem.  En sak kan jag ge AI:n. Den har fått mig att ifrågasätta om det verkligen är en människa jag pratar med, eller en robot. Två gånger har jag blivit uppringd av ytliga bekanta, och båda gångerna ganska övertygad om att de var robotar i början pga monoton röst. Det var en intressant upplevelse att vara 100% övertygad om att det var en robot, fast det visade sig vara en riktig människa.  Har också noterat att det ibland kan vara svårt att skilja på människa och robot i chatforum som exempelvis här på Flashback. I Flashback forever har ett bot-inlägg lästs upp som om det var skrivet av en människa (men..... var det verkligen skrivet av en robot? Eller bara av en autist? Överskattar jag min egen förmåga att känna igen vaga robot-nonsenserier) osv osv.  Nån mer som tror att varningen var ett PR-trick för att få oss intresserade av löjliga chatbotar som inte vet ett skit och likaledes inte fattar ett skit? En patetisk mjukvara som de har fått att framstå som ""ett hot mot mänskligheten"" och därmed mer intressant? Vad tror du?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'No', 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"300 skäggbarn i Halmstad = 60.000.000kr underskott = välfärden skärs ner.: http://www.friatider.se/ensamkommand...ra-60-miljoner  Tänk då 100.000 skäggbarn, nästan alla 17 år gamla kriminella (minst 80% ljuger om deras identitet).  Som Hanif Bali har sagt, detta är det värsta bedrägeriet i Sveriges historia.  Håller ni med?  Alla politiker VET detta, ändå skyfflar de MILJARDER och åter MILJARDER på dessa gruppkommande män, ja 99% är män i 17-årsåldern men de i själva verket är i 25-35 årsåldern.  VARFÖR?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'No', 'rating': None}, 'annotator 2': {'category': None, 'comment': 'Very racist post', 'hate_speech': 'Yes', 'misogyny': 'No', 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"män kan inte vara slampor: Män kan inte vara slampor, lika lite som kvinnor kan vara losers om de är oskulder.  Det bygger nämligen på en enkel biologisk logik som naturligtvis gått förlorad i feminnazi-sverige.  För en man är det en bedrift att få ligga, för de flesta män får det inte, även om de vill. Därför kan inte män vara slampor (i nedsättande betydelse). En man gör något som de flesta inte lyckas med.  För en kvinna är det en bedrift att motstå och säga nej, för de flesta kvinnor skulle inte få göra annat än ligga hela dagarna och dessutom riskera att i bland bli med barn, om de inte kunde kontrollera sig lite, därför anses det billigt att en tjej ligger runt, för de kan de flesta tjejer om de vill.","{'annotator 1': {'category': 'Sexualization and objectification (Outsized focus on appearance, using degrading language. Includes: Dehumanization/Sexual harassment)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '7'}, 'annotator 2': {'category': 'Stereotype (A widely held but fixed and oversimplified image or idea of a particular type of person or thing. Includes: Gender essentialism/Benevolent sexism/Intersectional, identity-based misogyny/Transmisogyny and homophobia )', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '10'}, 'annotator 3': None, 'annotator 4': None}"
"Människan lever i ett matriarkat: ""Kvinnan överger mannen när dottern blir vuxen.  Det är kvinnor som håller liv i kärleksrelationerna. Åtminstone ända till dess att dottern är tillräckligt gammal för att få barn. Då skiftar hon plötsligt fokus och ""överger"" sin man som den viktigaste personen i sitt liv."" (DN) http://www.dn.se/nyheter/vetenskap/k...ern-blir-vuxen  Min tolkning av detta är att kvinnan överger mannen när hon inte längre behöver en försörjare till sin dotter, som själv skaffat barn med en ung stackars man som hädanefter tvingas försörja både fru, barn och svärmor. Kvinnan är ju i allra högsta grad en parasit, sådant är matriarkatet.  Håller ni med?   			Spoiler 			  Människan lever i ett matriarkat  Forskarna, som är verksamma vid Oxford University i Storbritannien, kunde dra fyra slutsatser av studien:   Kvinnor investerar mer i och är mer måna om att upprätthålla en parrelation under den reproduktiva perioden av livet.   När kvinnorna blir äldre byter de fokus till en yngre kvinna, antagligen en dotter.   Kvinnors relationer är mer fokuserade medan mäns är mer diffusa.   Kvinnors relationer med andra kvinnor, ofta mor-dotter-relationer, är betydligt mer uttalade än mäns relationer med andra män. Det tyder på att människan har en matriarkalisk social organisation, snarare än en patriarkalisk organisation.  Studien är publicerad i tidskriften Scientific Reports, en systertidning till Nature. (TT)","{'annotator 1': {'category': 'Anti-feminism and denial of discrimination (Opposing feminism, believing that feminism is not necessary or that women should not have the same rights as men do. Includes: The belief that men are discriminated against/that discrimination doesn’t exist)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '6'}, 'annotator 2': {'category': 'Erasure and minimization (Asserting the superiority of men over women to highlight gender inequality but without using a stereotypical picture. Includes:  Phallocentrism/Trivialization/Lacking autonomy or agency)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '10'}, 'annotator 3': None, 'annotator 4': None}"
"Socialist och särartsfeminism, går det att kombinera?: Kan man vara särartsfeminist och socialist?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Skottlossning på en pub i Sandviken, två döda (2023-09-21): Verkar ha hänt nåt på Mulligans (krog) I Sandviken.  Min källa är Det händer i Sandviken blåljus. På Facebook.  Nån som vet nåt?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Vad göra åt pojkvännens galna subba till ex?: Jag har varit tillsammans med min kille i drygt 6 månader nu och nyligen så har hans ex fått reda på att han träffat någon ny.  Hon ringer honom i tid och otid och skriker, hotar och gapar på honom, så hon är inte mentalt stabil precis.. :unsure:  Nu har hon även lyckats lista ut vem jag är och har ringt mig ett flertal gånger på hemligt nummer de senaste dagarna. Är ganska säker på att hon inte kommer nöja sig med bara det heller..  Så nu vänder jag mig till er, kära Flashbackare för att få tips om hur jag ska hantera subban. Hur ska jag få henne att fatta att hon missat sin chans och att hon ska lämna mig/oss i fred? :D","{'annotator 1': {'category': 'Violence against women (Intent to assert power over women through threats of violence. Includes: Rape and sexual violence/Domestic and other violence/Degrading language)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '2'}, 'annotator 2': {'category': 'Stereotype (A widely held but fixed and oversimplified image or idea of a particular type of person or thing. Includes: Gender essentialism/Benevolent sexism/Intersectional, identity-based misogyny/Transmisogyny and homophobia )', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '2'}, 'annotator 3': None, 'annotator 4': None}"
"Var finns världens snyggaste horor?: Som rubriken lyder; vart finns världens snyggaste horor? Alltså 9-10or, eller iaf 8.5or.  Bara nu i år så har jag letat i Dubai, Baku, Frankfurt, Madrid, Malaga, Barcelona, Casablanca och Lissabon.  Mitt ledsamma besked är att jag inte hittat en enda som jag skulle vilja betala för att knulla igen. Alldeles för många är objektivt sett inte snygga, sen så har man den delen som ser ut som porrstjärnor, vilket inte alls attraherar mig.","{'annotator 1': {'category': 'Sexualization and objectification (Outsized focus on appearance, using degrading language. Includes: Dehumanization/Sexual harassment)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '8'}, 'annotator 2': {'category': 'Sexualization and objectification (Outsized focus on appearance, using degrading language. Includes: Dehumanization/Sexual harassment)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '7'}, 'annotator 3': None, 'annotator 4': None}"
"Röv- och kukproblem och tvingas möta unga vackra kvinnliga läkare: Detta är ju för fan en mardröm. Nu var jag hos läkaren nyligen för en annan grej där jag mötte en ung vacker kvinnoläkare, som bad mig klä av mig till kallingarna. Detta var jävligt förnedrande.  Hur fan ska man göra när man får problem med rövhålet, kuken eller måste gå till läkaren för att få Viagra utskrivet och behöva sitta där och prata om dessa problem med en unga snygg kvinnlig läkare och motivera varför man behöver Viagra? Eller ännu värre, får rövhålet undersökt efter kanske cancer och hemorrojder? Måste man bli detta av en ung karriärbrutta? Fan, vad förnedrande. Man borde väl kunna begära att få välja bort dessa typer av läkare?  En annan sak jag tänkte på då jag noterade att vissa läkare där var unga muslimska kvinnor med slöja. Finns det en risk att få sin kuk och sitt rövhål undersökta av dessa? Ska man även prata om Viagra med dessa muslimskor till läkare och motivera att man vill få kuken att stå hårdare?  Förvirring förvirring. Konstiga tider vi lever i.","{'annotator 1': {'category': 'Erasure and minimization (Asserting the superiority of men over women to highlight gender inequality but without using a stereotypical picture. Includes:  Phallocentrism/Trivialization/Lacking autonomy or agency)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '6'}, 'annotator 2': {'category': 'Anti-feminism and denial of discrimination (Opposing feminism, believing that feminism is not necessary or that women should not have the same rights as men do. Includes: The belief that men are discriminated against/that discrimination doesn’t exist)', 'comment': 'Also racist', 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '9'}, 'annotator 3': None, 'annotator 4': None}"
"Skruven från helvetet som vägrar lossna. Hur får jag loss den utan att borra sönder?: Provat gummisnodd, silvertejp. Köpte ""speed out damaged screw extractor"" med beskrivning ""removes ANY stripped screw in 10 seconds or less"" Skruven rubbades inte en mm och den blev bara ännu värre skadad.  Grejen är att jag måste ha den skruven. Är till broms på min cykel med tätningsring osv. och har bromsolja (ja det är mineralolja till de bromsarna) där så så vill inte borra sönder den för då kommer jag inte kunna bromsa vilket då blir samma problem som jag har nu. För det är luft i slangen som måste ut=måste få loss skruven för att få ut luft men om jag tar bort skruven kommer ju mer luft in om ni förstår.  Vad mer kan man testa? Körnare har jag inte provat men tror skruven sitter för tight för det men kanske värt att prova? Har såklart googlat och youtubat men känns som jag testat det mesta. Nån kanske har nåt bra tips?  Edit: snackar typ ""husmorsknep"" här. Jag har typ inga verktyg men är beredd att köpa om det verkar bra.","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Youtubeprofilen [NAME] kommenterar svensk PK-media: Här är klippet: http://www.youtube.com/watch?v=nwK7VRkbGiU  EDIT: Otåliga kan hoppa till 1:39 eller 3:39.  Vi som är bekanta med [NAME] vet att han kritiserar islam hårt, men enligt yttrandefriheten, något vi svenskar annars är ganska främmande för i offentliga sammanhang. I klippet tar han upp skandinavien och specifikt Sverige som skräckexempel på hur man hanterar problem kring islam, att det sopas under mattan och att alla åsikter som inte är ""progressiva"" (PK) är rasistiska. Han har en förbluffande inblick i hur Sverige fungerar, antagligen bättre förståelse än många svenskar har.  Vad tror ni, är [NAME] och andra internationella aktörer en möjlig räddning? Kan sådana som han visa oss svenskar vilken åsiktscensur som råder i vår media jämfört med den internationella diskursen? Bör vi kanske ta internationell uppmärksamhet på området som ett tecken på att det har gått för långt med den politiska korrektheten?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'No', 'rating': None}, 'annotator 2': {'category': None, 'comment': 'Racism, Antiislamism', 'hate_speech': 'Yes', 'misogyny': 'No', 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
USA hotar med katastrofala följder om Putin använder kärnvapen-skrämmande!: I ett uttalande i dag säger Vita Huset att om Putin använder kärnvapen så kommer USA att svara kraftfullt med katastrofala följder! Skrämmande och närmare ett tredje världskrig går det väl inte att komma? Så hur långt är USA berett att gå eller är det bara tomma hotelser? Får vi ett nytt chickenrace likande det som under kubakrisen? https://www.svt.se/nyheter/snabbkoll...ara-kraftfullt,"{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Jaga kjolstyg eller annars låta bli!: Personligen så (anser) jag att hålla tillbaka snäppet på grund av att jag har blivit besviken förr, dem gångerna jag har försökt närma mig en as snygg förstklassig tjej och hennes svar har varit det där var den sämsta raggningsrepliken jag nånsin har hört!  Det i sin tur resulterade i att mitt självförtroende (störtade) och jag törs inte ens tänka tanken på att vilja koppla greppet om en sensuell tjej. Vad anser ni är bäst att göra?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Försvarsberedningen: ""Hela svenska samhället ska förberedas för krig"": Varför uppstår denna oro plötsligt efter att ett militärt avtal tecknats med USA? https://www.dn.se/sverige/hela-svens...edas-for-krig/  Ska vi tacka USA för denna oro?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Hur länge till kan sliddjuren räkna med att finansieras via offentliganställningar?: Sveriges sliddjur har i ett antal årtionden lugnt kunna sitta säkert i sadeln, tack vare att den vite svenske mannen har fått pröjsa halva sin inkomst för att finansiera deras anställning inom den offentliga sektorn. Detta har gjort det möjligt för sliddjuren att ägna sig åt manshat, vurma för massinvandring samt genom bla sitt jobb ägna sig åt samhällsförstörande verksamhet.  Kvinnorna har varit mycket flitiga i sin samhällsförstörande verksamhet och nu börjar vi på allvar se konsekvenserna av denna. I dagsläget så går i stort sett alla pengar som blir over åt till att finansiera mångkulturen, massinvasionen och folkutbytet av Sverige. Vi ser nu nedskärningar överallt inom offentlig sektor, förutom till asylmottagningen.  Hur länge till kan Sveriges sliddjur räkna med en anställning inom den offentliga sektorn? Hur länge till kan sliddjuren räkna med att fortsätta vara oberoende av män och kunna räkna med egen karriär, eller ens anställning överhuvudtaget? Hur länge kommer den offentliga sektorn fortsätta att vara en viktig ekonomisk och politisk faktor i Sverige och hur kommer sliddjur att påverkas och reagera när skiten rasar?","{'annotator 1': {'category': 'Erasure and minimization (Asserting the superiority of men over women to highlight gender inequality but without using a stereotypical picture. Includes:  Phallocentrism/Trivialization/Lacking autonomy or agency)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '9'}, 'annotator 2': {'category': 'Erasure and minimization (Asserting the superiority of men over women to highlight gender inequality but without using a stereotypical picture. Includes:  Phallocentrism/Trivialization/Lacking autonomy or agency)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '7'}, 'annotator 3': None, 'annotator 4': None}"
"Becky´s horsajt/escortsajt eller vad du nu vill kalla den...: [color=red][/color] Hejsan,  Söker du efter en kåt tjej i Göteborg som du kan uppleva dina fantasier med eller bara få njuta av en kvinnas kropp? Då ska du kontakta mig, 0705-171991, kika gärna först på min sajt, www.geocities.com/becky_swe innan du ringer så blir det lite lättare för både dig och mig!  Som en av mina kunder sa "" Hon är omättlig, inga problem att få 5-6 utlösningar med henne, hon är absolut värd pengarna""  Kram Becky  P.S Har även trekanter med både killar och tjejer! D.S PP.S Om mina priser, utseende eller vad det nu kan vara som stör er, så surfa bara vidare, svårare är det inte, man är trött på gnäll och klagan! :twisted:","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Vilket är det simplaste könet hos djuret människan; mannen eller kvinnan?: Vi behöver komma fram till vilket som är det simplaste könet av mannen och kvinnan. Det är dock inte helt självklart att man bara säger att de flesta av de rikaste i världen är män eller något i den stilen, utan man behöver kolla det biologiska och sociala som utmärker de båda könen.  Man kan nämna att intelligensfördelningen ser olika ut mellan män och kvinnor. Vad har de olika kurvornas utseende för betydelse? Hos män ser man att det är större spridning i intelligensnivå, det vill säga att det är fler som har hög intelligens och fler som har låg intelligens jämfört med kvinnor.  Mäns högre aggressivitet har både för och nackdelar.  Genom evolutionens gång är kvinnor fortfarande är instinktivt undergivna till den grad att de till och med söker sig till män som utgör en fara för deras överlevnad. Å andra sidan gör dessa mäns extrema aggressivitet att de dödar sin partner vilket inte är evolutionärt fördelaktigt om man tänker på barnens socialisering.  Det finns hur många exempel som helst men detta var ett par jag tyckte var viktiga. Diskutera!","{'annotator 1': {'category': 'Stereotype (A widely held but fixed and oversimplified image or idea of a particular type of person or thing. Includes: Gender essentialism/Benevolent sexism/Intersectional, identity-based misogyny/Transmisogyny and homophobia )', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '6'}, 'annotator 2': {'category': 'Stereotype (A widely held but fixed and oversimplified image or idea of a particular type of person or thing. Includes: Gender essentialism/Benevolent sexism/Intersectional, identity-based misogyny/Transmisogyny and homophobia )', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '3'}, 'annotator 3': None, 'annotator 4': None}"
"Vad kan man göra åt kärringar som står och pratar på cykelbanan?: Ni har säkert stött på fenomenet 50+ kärringar som ser någon de känner, stannar cykeln mitt i cykelbanan och står där och pladdrar så att alla andra får köra runt dem. Det jag brukar göra är att köra cirka 25 km/h rakt mot dem och avvika i sista stunt. Ibland ryker de till lite, men jag har till och med varit med om en kärring som började flytta på sig, för att återgå till tidigare position så fort jag passerat. Det verkar inte hjälpa ett dyft att plinga, då de är helt inne i sitt pladdrande. Är den enda lösningen att köra på dem?","{'annotator 1': {'category': 'Violence against women (Intent to assert power over women through threats of violence. Includes: Rape and sexual violence/Domestic and other violence/Degrading language)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '2'}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Vem är ""Prutta Prutt Manner Fiser Fis Fitta med Skrikande Skit Kuk Kukar""?: Jag undrar vem ""Prutta Prutt Manner Fiser Fis Fitta med Skrikande Skit Kuk Kukar"" är och hur hans skräp har kunnat komma med på musikplattformar som Spotify och Apple Music m.fl. Totalt värdelöst i alla avseenden.  Länk till spellista på Youtube: https://www.youtube.com/playlist?app...7W7hNWYIQKHsBw","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
Svenska synden: Historisk bild utomlands om landet med fria och frigjorda kvinnor.: Ett intressant ämne som förtjänar mer diskussion är svenska kvinnan. Vi som växte upp under 70-80 talet minns den attraktiva svenska kvinnan som fri och frigjord. På badstränder och närhelst det gavs möjlighet visade svenska kvinnor upp sin prakt. Det var även ett begrepp utomlands om svenska kvinnor som attraktiva och frigjorda. Idag känns bilden föråldrad. Följer FB i tråd efter tråd. En följetång av kvinnor som verkar kapitalisera på ett högre värde de inte har. Är svenska kvinnor inte lika attraktiva idag?,"{'annotator 1': {'category': 'Sexualization and objectification (Outsized focus on appearance, using degrading language. Includes: Dehumanization/Sexual harassment)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '5'}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Skelettkvinnan i Göteborg anmäler stalkers, hackers och ""näthatare"", mars 2013: Länk till FUP mm:  (FB) Skelettkvinnan i Göteborg anmäler stalkers, hackers och ""näthatare""  /Mod  Historien om skelettkvinnan tar nu en ny vändning och Skelettkvinnan själv har lämnat in en anmälan mot ett gäng personer. http://mobil.aftonbladet.se/nyheter/...er=wwwredirect Hur mycket material har hon lämnat in? - Det är en ganska stor mängd material. Vi ska ha en genomgång om några veckor när vi tittat igenom det.  Ska skelettkvinnan bli den som sätter stopp för näthatet?  Jag själv gissar på att hon och polisen kommer gå bet på denna anmälan?  Vad tror ni, om ni bortser från alla personliga åsikter, har tanten någon chans i världen att få rätt i denna fråga?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
