id,tweet,label,length
train_yoruba_03343,"""oloriburuku ni e, who raised these men?  oloshi na that mistake dem go use kill you too idiot... ##url",Abuse,103
train_yoruba_01337,"""it's this ""ẹ̀ wẹ̀ , ẹ̀ wẹ̀ , ẹ̀ wẹ̀ẹ̀"" that killed me ! 😂😂😂😅😅😅🤣🤣🤣🤣. olofo ni awọn ọmọ isalẹ èkó o 😂😂😂 ##url",Normal,108
train_yoruba_00671,"""@username oloriburuku ni bobo yen sha""",Abuse,39
train_yoruba_03271,"""*una never see anything, gbogbo werey for banking hall today over cashless policy 🤣🤣🤣🤣*obinrin yi ti ro pin siwon lorun kama paro ebi npara ilu ##url",Normal,150
train_yoruba_02873,omo adikuta megbekoriun sinkuro loru omo bo bolo koboo bolokokosa ti fi i jars e disu wale,Normal,90
train_yoruba_02520,"""@username emefiele parents should conduct daddy need assurance   test on him if he's truly their s0n. one yorúbà adage says île to bà 'toroo ómó àle ibé ní koítidàgbà. now that nigeria kotoroo mó, let ask them boohary inclusive.""",Abuse,230
train_yoruba_01459,ní àwọn agbófinró ọlọ́pàá ò kí n gbé ìbọn òfin ilẹ̀ náà kò fún ẹnikẹ́ni ni ààyè àti ní ìbọn rárá,Normal,96
train_yoruba_02951,ń jẹ́ bá mú kí àwọn olórí ogun gba iná jẹ bí wọ́n ti pe ìlàrí náà àwọn olórí ogun bá wí pé àṣẹ aláàfin ń di ẹ̀jẹ̀ sínú tu ìtọ́ funfun síta fún àwọn ni èrò rẹ̀ sí àwọn kò da rárá èyí tí ó fi hàn wípé ẹ̀mí àwọn kò bò lọ́wọ́ ọba nìyẹn ni wọ́n bá bínú da,Abuse,250
train_yoruba_01460,"""omo yin o’shagbafo o n ka’so wale, e roju ole e mu ##url",Normal,57
dev_yoruba_00111,"""omo buruku ni ogun omo ale! ##url",Abuse,34
train_yoruba_01649,ikú dóró ikú ti pa ọ̀kan lára àwọn ògbóǹtarigi àgbáṣà àti èdè yorùbá lárugẹ bàbá akínwùmí ìṣọ̀lá ti di ẹni ilẹ̀ ó di gbére ó dàrìnàk ó dojú àlá sùnun re o,Normal,154
train_yoruba_00838,"""god!oloshi ni awon le yii ##url",Abuse,32
train_yoruba_02234,kùn ún yùnbùnyùnbùn  oyinagbọ́nẹ̀fọ́n kun ọmọ náà yùnbùnyùnbùnyùnbùn   bò ó ṣíbáṣíbá èèrá bo ìtọ̀ ọ̀mùtí ṣíbáṣíbáṣíbá   ṣán an ṣókí ejó ṣán àgbẹ̀ ṣókí   learnyoruba yoruba language inyoruba,Abuse,189
dev_yoruba_00105,"Oniro!  Yorubas respect ALL THEIR ELDERS irrespective of what they do, those older will now call whoever to order!  Don’t be silly because of politics!",Abuse,151
dev_yoruba_00537,"""àwọn weyrey. na dem dey hail késárì in 4 parts 😂😂😂😂😂😂 ##url",Abuse,60
train_yoruba_01005,Werey ni Jide o,Abuse,15
train_yoruba_00549,emi naa o mọ́ pe alákọrí ẹ̀ máa padà dé ní òní baby but ma worry mo ma parọ fun pe a ni isọ oru awọn obìnrin ni weekend ma dẹ wa gbe ija ka ẹ mọlé,Abuse,146
train_yoruba_01570,"""shórà fùn àwòn bòbò mayowa✌🏽yèn  òlòríbùrùkù níwón🤣wòn dò shíò òbò😎""",Abuse,69
train_yoruba_01432,pasuma vs saheed osupa whos winning early stages in life albums recognition choices orobokibo computer the man confidence stainless shuffle solo fuji boogie master blaster fuji fadisco fuji demonstration,Normal,203
train_yoruba_00160,"""@username oloriburuku ni e… ole buruku. ma lo wa ise se… wa ku si ewon! omo ale jati jati!!!!!""",Abuse,96
train_yoruba_00964,kàkà kí ó rí bí wọ́n ti lérò níṣe ni oko ajá ńso èso rere lọ owó sì tún ńkún ọwọ́ọ rẹ̀,Normal,86
train_yoruba_00012,wọ́n lérò pé àwọn apániláyà ló fipá gba ọkọ̀ òfuurufú ọ̀hún,Normal,59
dev_yoruba_00276,Gbarebo oti fe cry,Abuse,18
train_yoruba_02517,"""ororo mumu genevieve afrobeats aisha deputy governor buju olamide harry maguire ##url",Abuse,86
train_yoruba_01064,ọlọ́gbọ́n dorí ẹja mú ni ọ̀kan nínú àwọn aláṣẹ ìgbà kejì òrìṣà méjèèjì wọ̀nyí ó kú dírẹ̀ kí ojúmọ́ ó mọ̀ ni òún ti bọ́ sọ́nà ó ti ń rìn gẹ́gẹ́ bí ìpinnu tí wọ́n ṣe nígbà tí ó ṣe díẹ̀ tílẹ̀ ti mọ́ ni ọba kejì mórí lọ́nà,Normal,218
test_yoruba_00474,"""me: lemme drop my cardigan at ìjẹ̀bú, harmattan has gone kwara harmattan in february :- ##url",Normal,94
test_yoruba_00285,"""i’m taking a walk to d pharmacy n awon omo oshi kan r shouting opor , aunty yin len bawi, radarada""",Abuse,100
dev_yoruba_00350,"""once a lady tells me she has a male bestie...na to vroom.....awon oloshi meji""",Abuse,79
train_yoruba_01325,"""even they allow them to rule us again , that means yoruba we still be in darkness. @username ... this out time to speak out .... ile yoruba o ni daru lase edúmaré...""",Normal,167
train_yoruba_02941,òwe àwọn àgbàlagbà kan ló pé ọdẹ ló mú iṣu délẹ̀ yìí kò sẹ́ni mọ ibi tí wọ́n ti ń gbin iṣu iṣẹ́ ọdẹ ni láti pa ẹran ìgbẹ́ fún ará ìlú fún ohun jíjẹ àwọn akíkanjú ọdẹ ti kọjú ìjà sí àwọn ẹranko abìjà inú ìgbẹ́ bíi kìnnìún àti ẹranko búburú gbogbo,Normal,245
train_yoruba_01024,"""@username bi ọsẹ n ri fún bàtà lo se ma rẹ fún ọmọ ole jatijati..... oni ri bati se oni ri ona gbe gba àṣẹ""",Abuse,108
train_yoruba_01662,ìròyìn yàjóyàjó ilé ìgbìmọ̀ aṣòfin nàìjíríà ti bu òǹtẹ̀ lu ₦ ẹgbẹ̀rún lọ́nà ogbọ̀n gẹ́gẹ́ bí owó ọ̀yà tí ó kéré jù,Normal,114
test_yoruba_00454,"""@username looool otu jati jati ni bobo yen""",Abuse,44
train_yoruba_02481,"""omo ajanaku kan ki ya ra omo ti eyaa babi eyaa ni joor @username ##url",Normal,71
train_yoruba_01476,"""@username hi oloriburuku jaga jaga ode ori e ti fo patapata""",Abuse,61
train_yoruba_03341,"""open your eyes tessy ti lulẹ  #omititun2.0 seyi makinde lẹẹkansi #seyibayo @username ##url",Normal,91
train_yoruba_02976,"""orí gbogbo yín yí dàrú. ##url",Abuse,30
test_yoruba_00485,"""🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️  you're the most high @ ijebu, ogun, nigeria ##url",Normal,68
train_yoruba_01918,bí ìrobo ìdí bá yọ́ tàbí kí ẹnu ihò ìdí wú kó máa ta ni dun ni patanmọ́ là ń lò oògùn un jẹ̀dí ni,Normal,98
train_yoruba_01938,"""eleyi of ogun with egbekini yi wa emilokan of lagos state during the meeting of presidential aspirant and south west caucus of the apc in abuja. ##url",Normal,151
dev_yoruba_00179,O ti lule..,Abuse,11
test_yoruba_00241,"""@username sọ̀rọ̀ sókẹ̀, werey!!!. you came late, son. very late!!!!""",Abuse,69
dev_yoruba_00420,"""kill urself na @username : iyen emi na.. ok o""@username : abi eleyi yo si ori @username : olodo,a de ran e lo school o""@username :""",Abuse,132
train_yoruba_00390,kí èṣù gbà kẹ́bọ ó dà fẹ́lẹ́bọ a dífá fún èèbó ọmọ atukọ̀ lọ́kọ̀ ọmọ a gbẹ́ rebete lórí rebete ►,Normal,96
train_yoruba_02730,"""i declare peace in all ramifications 🗣️.  ijebu 🙇  ogun state🎑  nigeria 🇳🇬  africa 🌍  continent🌏  world 🌐 #rccgglobalprayerwalk  #rccgnyaya  #oludavid11 @ ijebu, ogun, nigeria ##url",Normal,182
train_yoruba_02107,"""i done catch u today o ni escape e sebi omo ale lo fee ya ni  oya kuro nibe yan  iwo omo ale jati jati ##url",Abuse,109
test_yoruba_00395,"""@username olodo ni bobo yìí sha 😂😂😂""",Abuse,37
dev_yoruba_00280,"""seeking to recruit young and vibrant indigenes of the following areas as sales representatives for companies.   offa, lafiagi, baruten, kaima, ibadan, ogbomosho, imeko, abeokuta, ado-odo otta, ijebu ode, ikorodu.""",Normal,214
dev_yoruba_00545,ominú kan ọ̀gọ̀rọ̀ ènìyàn nílé lóko lẹ́yìn odi nigba tọ́ gbọ́ ìròhìn ìbànújẹ́ pé àwọn alágbára ayé fọ́wọ́ agbára gbá ọláwálé lójú,Normal,129
train_yoruba_01104,"""olofo lon binu ologo 🧢 am loaded with my personal g!!!!   mr money asake tiwa savage #loaded #skillz ##url",Normal,107
train_yoruba_00122,àtolówó àtakúṣẹ̀ẹ́ ní í kó o mì ọ̀rẹ́ẹ arálùú,Normal,46
dev_yoruba_00384,"""werey la pe keee ko ki n tan lara omo’ba koma ku dansaki😂 ##url",Abuse,64
train_yoruba_00495,"""loju mi, werey ni gbogbo yin jhoor ☹️  #mane #fabinho #matic #heis37 #fabrizio""",Abuse,80
train_yoruba_03280,"""awon oloriburuku #keepiton weyrey alaso . ##url",Abuse,48
dev_yoruba_00582,"""@username good things of nigeria will happen to me and my generations. may u witness whatever u wish me in multifold. we know you obidîots na, that's what you are fond of, vîolence and chaos. mr děvilsh and stüpid double citizen. kò ní dáa fún ẹ àti ìrandíran ẹ! wàá ṣ'òfò gbẹ̀yìn ni!😡""",Abuse,287
test_yoruba_00072,"""@username omo ti ma lu bi oloriburuku. the lad simply has no fear for him to be absent in an exam. the wife is just super stupid though. not everyone loves school in those days, something scared us to death them. mine was my mum and sisters. ma wa gbe odo wa fun iya ijebu, ka ma ri.""",Abuse,285
test_yoruba_00687,yorùbá wúre a ò ní bá olóríburukú pàdé olóṣì ò ní kóṣì bá wa ẹni àìjírí ẹni àìjíkò ò ní kò wá,Abuse,93
dev_yoruba_00008,Werey speak Yoruba,Abuse,18
dev_yoruba_00728,ojúmó ayò ló mó wa lónìí aò rógun ìbánújé ajínigbé kòní gbé wa ajínigbé kòní gbé omo wa ohun ìjà òtá á,Normal,102
train_yoruba_02319,"""they can only try but they can never succeed! awon olofo tan binu ologo, god’s own son. they don’t know! ##url",Abuse,111
test_yoruba_00149,oluwa ọlọrun israẹli olódodo ni ọ́ nítorí díẹ̀ ninu wa ṣẹ́kù tí a sá àsálà títí di òní yìí a wà níwájú rẹ báyìí pẹlu ẹ̀ṣẹ̀ wa bí ó tilẹ̀ jẹ́ pé kò sí ẹni tí ó lè dúró níwájú rẹ báyìí ẹsira bm,Normal,191
train_yoruba_02710,wọ́n rò pé wèrè ni️ adébáyọ̀ fálétíyoruba,Abuse,41
test_yoruba_00397,"""olofo💔lo binu ologo.                           ye ma shebi olodo👿.                              1964 lati mugbo yo💨.                            cos we loaded😂""",Abuse,160
train_yoruba_00058,"""@username iddddiiiioooot.. why not mention last university from fulani state ..  oloshi oloriburuku ##url",Abuse,106
train_yoruba_02112,àìnísùúrù ìnàkí ló sọọ́ di ará inú igbó gorillas impatience is what made it an inhabitant of the forest be pat,Abuse,110
train_yoruba_01148,"""happy children’s day to all aborted babies we love you but oloriburuku ni awon mummy yin 💔🤣""",Abuse,93
train_yoruba_00565,kọ́kọ ó tó kú wèrè orí ìyá ọlọ́mọ márùnún yìí ré kọjáa bẹ́ẹ̀ àmọ́ wẹ́rẹ́ wẹ́rẹ́ lare rẹ̀ ńsàn lẹ́hìn ikú ọkọ rẹ̀,Abuse,112
train_yoruba_03338,àìsanra tó ajá ológìnní kì í ṣe ti àìjẹun kánú bíran rẹ̀ ṣe mọ ni  cats relative smallness to dogs isnt for want,Normal,112
train_yoruba_02052,awọn ọna meji apá nibo ni lati wa igbala nitori ọlọrun fẹ araiye tobẹ gẹ ti o fi ọmọkunrin kan bibi rẹ funni ki ẹnikẹni ti o ba gba a gbọ má ba ṣegbé ṣugbọn ni iye ainipẹkun,Normal,173
train_yoruba_01758,"""@username 6 may 2023 nah breaking news werey oloriburuku awon omo ófó. as all of you mumu follow dey talk shit. ##url",Abuse,118
test_yoruba_00533,"""koni dafun iyalaya e.  koni ragba fun awon to ni e.  oloriburuku, ómó ale ##url",Abuse,80
train_yoruba_00521,"""olè lòn sùn òrun àsùn wàà ìtò 🚶🏼‍♀️ ##url",Normal,42
test_yoruba_00628,"""@username baba e ni oloriburuku koni daa fun iya we.""",Abuse,54
train_yoruba_03322,bí ohun aburú tàbí ohun ìbànújẹ́ bá ṣẹlẹ̀ ní àárín àwọn ìjẹ̀bú wọn ò kí ń gbé ọtí jáde láti mu ibi ayọ̀ àti ayẹyẹ ni wọ́n ti ń mu ọtí,Normal,133
dev_yoruba_00697,"""this segun oni ehn... eleyi malo lamba owo ni oooo #politicstoday""",Normal,67
dev_yoruba_00112,"""olesexuals! oloriburuku ni gbogbo yin. see your manager. the poor game management cost united this game. ole is a clueless manager. #munpar""",Abuse,141
train_yoruba_02632,"""🤣🤣🤣🤣 tobi dancing as if he is dancing yoruba cultural dance ""awade ómó yoruba"" (2ce) ikoko lóba éyé kiniun lóba eranko ##url",Normal,125
test_yoruba_00048,"""simple question, how much do you make monthly? ma ro mi ni ejo oshi ##url",Abuse,74
train_yoruba_01298,"""bi werey bi asinwin ni bobo joe yi ma attract😭#younetflix""",Abuse,59
train_yoruba_02576,ìgbẹ́ìn ó kọ́ wọn láti jà ó sì kó àwọn ọmọ ogun pamọ́ sí inú àpáta àfonífojì ní ibi tí àwọn ọmọ ogun ọ̀yọ́ ò ti ní rí wọn nígbà tí àwọn ọmọ ogun ọ̀yọ́ wọ ìgbẹ́ìn ẹiyẹ wọn kò rìí wọ́n bẹ̀rẹ̀ si ní tú ìlú ni àwọn ọmọ ogun ẹ̀gbá bá ya bò,Normal,234
test_yoruba_00225,"""iru wahala wo ni eleyi bayii nitori olorun oba ##url",Normal,53
train_yoruba_00911,"""ìjẹ̀bú ode people would have hissed till they got back home🤣🤣🤣  àwọn arodeyọ́ 😂 ##url",Abuse,86
train_yoruba_00486,ògún lákáayé ọṣìn ìmọ̀lẹ ò lómi nílé fẹ̀jẹ̀ wẹ̀ ò láṣọ́ nílé fimọ̀ kímọ̀ bo ra note thats the panegyric of ògún and not èṣù,Normal,123
train_yoruba_00720,a o gbero pe afe yan se lodi oooooooegbe awon oludari ile epo ipman lo so,Normal,73
dev_yoruba_00074,"""@username your mate building their empire for future generations unborn,  and you are here criticising him. while you are eating oha soup..  oloshi oloriburuku ##url",Abuse,166
dev_yoruba_00695,"""@username awon obi e ni ode oloriburuku mashanfani omo ale bastard son of a thousand fathers""",Abuse,94
train_yoruba_02291,nínú ìwé asọ̀tumọ̀ ère ni àwòrán ènìyàn tàbí ẹranko tí a fi irin rọ fi igi gbẹ́ tàbí fi erùpẹ̀ mọ,Normal,97
train_yoruba_02955,"""who else notice that reno's like has reduce drastically after spitting sh#t on twitter reno oniku ire omo ale jatijati lati warri""",Abuse,131
train_yoruba_00990,ìpalẹ̀mọ́ bẹ̀rẹ̀ pẹ̀lú ìkọ́pàájáde wọn yóò róṣọ funfun mọ́dìí fìlà àgà pupa lórí ọ̀pá lọ́wọ́ ké arò ẹ̀yọ̀ dé ààfin eyoorisa yoruba,Normal,130
train_yoruba_02679,"""🦅 eye ti gbera , 🐎eshin tin japa ..., ilu ti daru😩 ##url",Normal,57
train_yoruba_01577,"""@username after we meet at the poll, you'll continue your begging 🙄.   olodo rapata. ##url",Abuse,91
test_yoruba_00017,àwọn ọ̀rẹ́ mẹta ni ìyà ń jẹ kódà ó ti sọ wọ́n di pákò wọ́n pa ìmò pọ̀ láti wá ọ̀nà àtilà wọ́n ń wá àṣírí ajé ǹjẹ́ àbùjá wà lọ́rùn ọ̀pẹ ǹjẹ́ àṣírí ajé wà kíni ìgbẹ̀yìn àwọn tí ń kánjú wá owó  asiriaje atelewo yorubabooks yoruba,Abuse,226
train_yoruba_02304,igbá ẹ̀yìn ìjàpá ni à ń pè ní ahun ǹjẹ́ o lè sọ èrèdíi rẹ̀ tí àwọn yorùbá fi máa ń pe ọmọènìyàn ní ahun  ibeere yoruba learnyoruba language speakyoruba internationalmothertongueday motherlangaugeday,Abuse,198
dev_yoruba_00583,"""#bbnaija someone should please borrow tacha sense.... ebuka asked her a simple question and she responded stupidly... chai.. queen of olodo nation.""",Abuse,149
train_yoruba_00238,"""ani omo ale ni e 😂😂😂 ##url",Abuse,27
dev_yoruba_00329,àṣà ìkíni jẹ́ ọ̀kan nínú awọ́n àṣà yorùbá tí ó ṣe pàtàkì àmọ́ ní ayé òní ọ̀pọ̀lọpọ̀ ọmọ yorùbá ni kò kàakún ṣé àṣà yi ní ànfààní kankan ẹ bá wa dási,Normal,148
train_yoruba_01929,ìjọba ìgbàlódé ti fi ọjọ́ pípẹ́ ba àṣà ìbílẹ̀ jẹ́ wọ́n ti fi ìṣẹ̀ṣe ṣe yẹ̀yẹ́ wọn kò fẹ́ ìlọsíwájú nǹkan ìbílẹ̀ ọ̀ràn orísìírísìí ni àjọ ọba òde òní ń dá ẹ wo pálapàla ti ìwó nípìínlẹ̀ ọ̀ṣun tí ó ṣẹlẹ̀,Normal,201
train_yoruba_02377,Chinedu you are nothing but a fraud. Oju e lo ri ete e o ni ba,Abuse,62
train_yoruba_00830,"""awon eleyi ti ya werey faa !  😂😂😂😂😂 ##url",Abuse,42
train_yoruba_03358,"""baller lawon omo yen coach lawon eleyi✔✅ actor toh ma reyin boss lawon eleyi☑☑ focus on the goal⚽ ,bii camera📹 toh wa leyin post 🎿lawon eleyi!  the other day @username pelu awon temi… ##url",Normal,190
train_yoruba_00748,nitori ki asa maa ba gbe oromodie naa,Normal,37
train_yoruba_01755,"""@username jagaban borgul omo olodo ide, ijaya fun awon obituary people. remain strong to take nigeria to the promise land... bat 2023 a done deal""",Normal,147
test_yoruba_00336,ó dìgbà tí a bá ń la odindin èèyàn pínin sọ́tọ̀ọ̀tọ̀ tí a ó dẹ̀ tún un tò padà fúnra wa,Normal,87
train_yoruba_03224,"""awon eranko to fi awon eniyan bora.. these gutter mindset people still work under christian organization but they set boundaries when it’s comes to marriage.. with dat her face wey look like forbidden fruit🙄..radarada 😏😏 ##url",Abuse,227
train_yoruba_00837,God forbid you become the governor of Lagos. aja ibo eranko,Abuse,59
train_yoruba_00973,"""@username 9ja can run this too but our governmental families rolling us won't let be done awon oloriburuku gbogbo  olurun ma mu aye su'yin be se mu aye su'wa""",Abuse,159
train_yoruba_01608,"""@username olodo rabata oju eja lo man je 😂😂😂""",Abuse,46
train_yoruba_01949,ebi npa olódodo,Normal,15
train_yoruba_02014,ọ̀rọ̀ àpọ́nlé adverb it is a word that modifies a verb adjective in a sentence ìdòwú sá lọ ráúráú ìdòwú runs off completely eré náà tètè tàán the race finished too quickly igi ìrókò náà ga gogoro the ìrókò tree is very tall,Normal,223
train_yoruba_01373,Cast not casted. Olodo,Abuse,22
train_yoruba_01324,gẹ́gẹ́ bí òǹpìtàn ṣe sọ ajẹ̀bú olóde àti àjáná pàdé ní orí ilẹ̀ tó pàpà di ìjẹ̀búòde,Normal,84
dev_yoruba_00598,"""god forbid. only an ọmọ àlè will do that. ##url",Normal,48
train_yoruba_01997,"""@username ode is this peter obi's tweet?  so if i tweet that you are a kidnapped of a bokoharam member here how   u will automatically become one just because i said so  oloriburuku alainironu oshi🤦🏿‍♂️""",Abuse,204
train_yoruba_02677,"""oríkì erin àso 🐘 ni àjànàkú. kìnnìún 🦁kọ́ ni ògìdán, òwe kan ní ògìdán kì í ṣ'ẹgbẹ́ ajá: oríkì ẹkùn abìjà 🐆ni ògìdán. ìrísí àkàlàmàgbò yàtọ̀ sí igúnnugú... ##url",Normal,162
train_yoruba_02302,"""omo ayo shey waje oju? radarada ##url",Abuse,38
train_yoruba_03184,"""ori e ti jaamu afofun gbemu, omo ale ##url",Abuse,43
train_yoruba_00636,"""🤔good old days back then in ijebu ode when i got married to iya shaki. with 3kobo you would build a house, get a wife and buy 2 lorries...aye ti bàjé nisiyi☹️ ##url",Normal,165
train_yoruba_01890,"""it's now jagaban will be recognized as the sole strategist for apc. jagaban name has been in the market before any other apc aspirant name. eta lo koko ta, ki eranko mi to ta jagaban ti koko ta ki oloja yi to ta ibi gereje la b'agba..... #bat2023 ##url",Normal,253
train_yoruba_00132,"""is the world cup rigged? eyin olofo gbogbo""",Abuse,44
dev_yoruba_00446,"""emi l'ó fa sábàbí tí a fi máa ń fi orúkọ àpèlé agbẹ́jọ́rò àti ọba ìlọrin ìgbà kan rí (kọ́lápọ̀) sulu-gambari pe ẹni tí kò já fáfá nílẹ̀ yoòbá? ǹjẹ́ ẹ lè sọ fún mi bí?   @username #ibrahimgambari #yoruba #ayalo ##url",Normal,216
train_yoruba_02921,"""@username it takes a super bastard to identify a bastard. don't you agree? ẹranko, ọmọ àlè aláìníran!""",Abuse,103
test_yoruba_00479,"""ori e ti daru and i'm here to tell you... oponu alainironu. ode ##url",Abuse,70
train_yoruba_00682,"""àkànbí omo olódó'de ti sòrò sókè atigbó. ati f'okànbalè.  he is a democrat. he never like consensus. let's go to the field and primaries will base on popularity of each aspirants.  @username ##url",Normal,197
train_yoruba_00756,"""how's azpi leaving before alonso? abi olofo ni awon board yi ni?""",Abuse,66
dev_yoruba_00028,"""olule......e gbe kini yin wa , emilokan 🤣🤣 ##url",Normal,49
train_yoruba_02245,àbá oun a ní là ń gbé lárugẹ bẹ́ẹ̀ sì ni oun a ní là ń náání ẹni ní ìtẹ́lọ́rùn ló kógo já àìní ìtẹ́lọ́rùn ń fa gbéwiri,Normal,120
dev_yoruba_00124,"""@username oloriburuku eru label @username """,Abuse,44
train_yoruba_03075,iru orun wo leyi ni aro kutukutu o rę bodi  tweetinyoruba,Normal,57
train_yoruba_01517,Eko oni baje,Normal,12
test_yoruba_00170,ààrẹ ọ̀nà kakaǹfò kì í fọwọ́ rọrí sùn wọn fọwọ́ rọrí sùn ikú ò lórúkọ méjì ikú nikú ń jẹ́ aareonakakanfo yoruba,Normal,111
train_yoruba_01212,"""#tbt @ ijebu, ogun, nigeria ##url",Normal,34
dev_yoruba_00388,"""@username olódô rabata‼️ ##url",Abuse,31
train_yoruba_01529,"""@username abi ori ta eleyi ni ##url",Abuse,36
dev_yoruba_00690,"""timeline tiwa daru bayi. anybody o ti eh gbo nkankan mo bayiiiiii.""",Normal,68
test_yoruba_00726,"""@username oma shey ofo ni, omo ale jati jati  ashewo""",Abuse,54
dev_yoruba_00472,yorùbá adage for the week ìrírí ayé ò ní tini títí kó tini pa ọgbọ́n ló fi ń kọ́ni translation challenges and experiences do not kill they help you become wiser what did you learn from this òwe,Normal,193
test_yoruba_00011,"""ori gbogbo yi ti daru""",Abuse,23
train_yoruba_02369,àmọ́ ṣá o ariwo lásán ni ọba npa kòsí ọlọ́pàá tó fẹ́ fi mú wọn àti pé kò ṣáà le ní kí mùsùlùmí má lọ,Normal,100
train_yoruba_01795,"""thank god for small mercies. an oloshi blog or oponu journalist actually wrote that the lion was arrested 🤦 ##url",Abuse,114
train_yoruba_01214,"""ìşe ènìyàn ni ìşe ȩranko... cc: @username ##url",Normal,48
train_yoruba_02594,"""omashofo ni. eranko ##url",Abuse,26
train_yoruba_00496,"""""ile njo, ole nja, aa ri oluode; o np’eran, o n da je bi ologbo, apa’dele ni o je ka mo p’ologbo ns’ode"".   a yoruba aphorism. #grammys #yorubas #wolesoyinka #surulere""",Normal,169
train_yoruba_02725,"""happy 3rd birthday to the princess of seemie events 💜💖❤️.  we love you darling, princess aláràlolúwa eunice olufunmilade. god bless you dear💯🎁🎉🎊 @ ijebu ode ##url",Normal,163
train_yoruba_02585,ìní edo àti láídé fowóṣeré tó ń ṣe tàjúdù     olaiya yoruba awada,Normal,65
train_yoruba_00931,"""@username oloriburuku doing like babalawo 😭. o ma gbe omo sin jare""",Abuse,68
train_yoruba_01619,"""a ku amojuba akanbi omo olodo ide o! ##url",Normal,43
train_yoruba_02097,"""@username abi oo, gbogbo radarada yen ti poju""",Normal,47
train_yoruba_01922,"""@username olodo ...... isi ewu, isi oke, head butted, head na head!  káró, ò jí ré bi?""",Normal,88
test_yoruba_00451,"""any mua, model or anybody who's free around ìjẹ̀bú igbó, or oou environment who feel like taking some dope shots like this should hit me up. let's try something new with during this period. #mobilephotography 📸 @username 🛠️ @username &amp; @username cc:@username ##url",Normal,269
train_yoruba_00945,"""@username now i understand better 😅😅😅😅😅😅😅😅 awon oloribu ex players jatijati . ##url",Abuse,84
train_yoruba_03335,"""@username unfortunate agbado slave... oloriburuku...of all the credible and reputable presidential candidates available... your choice is an old retired corrupt drug lord...speaks volume of you...ode""",Abuse,201
dev_yoruba_00364,"""aregbesola is still licking his wounds. i hope he's integrated in a way tho. ọmọ ẹni òní burú titi, kalẹ fún ẹkùn paje. no one can also do what he can do best. ##url",Normal,166
dev_yoruba_00349,ìjọba ìpínlẹ̀ ṣe ìlérí pé ọwọ́ wọn a tẹ àwọn alákatakítí yìí ọlọ́run á fún wọn ṣe ìdájọ́ taiyé òun tọ̀run ni fún,Abuse,112
test_yoruba_00660,a kò lè tìtorí pé a fẹ́ kí ẹṣin kú iṣẹ́ ka wá ní kórí adé rinsẹ̀ we cannot ask the king to trek simply because,Normal,110
train_yoruba_02962,"""ní òní, inú yín o dùn o. igbá ilé yín o lé kún, àwo ilé yín o ni pẹ̀dín o. ẹ ẹ̀ ni gba ìpè ìbànújẹ́, ẹ̀yin náà o ni pe ẹnikẹ́ni ni ìpè aburú. nínú ilé, ojú o ni tìyín. ní òde, ẹ ẹ̀ ní di ẹni abuku. ẹ́ ẹ́ mọ lọ láyọ̀, ẹ́ ẹ́ mọ bọ̀ láyọ̀. ọ̀rọ̀ yín o ni dàrú.""",Normal,259
train_yoruba_03187,"""your excellency báwo? ẹ yọ excellency dànù kúrò lórúkọ werey... talo ni excellency olofo? #endsars #endpoliceharassment #endpolicebrutality #endsarsimmediately""",Abuse,161
train_yoruba_01366,"""pdp would soon stop shouting the hausa slogan; “najeriyaaaaa!?” because they are no longer sure of the “massive crowd”. olé òshi olori buruku ##url",Abuse,148
train_yoruba_00933,mo kí olóyè àwòrò ṣàṣà kú ewu ọjọ́ ìbí ẹ̀mí yín tó ṣe ọgọ́rin ọdún á ṣe ọgọ́jọ l,Normal,80
train_yoruba_00277,tí lagos cp bá jẹ́ akíkanjú bẹ ti sọ boko haram wà níbẹ̀ tí wọ́n ń so igbá fìtìnátì àti elégbédè wàhálà ìròyìn ìjímogbé láàárín èkó ò gbẹ́yìn ṣùgbọ́n gẹ́gẹ́ bí i wèrè tí ẹ jẹ́ ẹ ò rí gbogbo ìyẹn àyàfi kẹ́ ẹ máa pọ́n ìranù ẹ sọ òṣì di iṣẹ́ ẹ̀ ń ṣe é,Abuse,248
train_yoruba_02898,"""aaalo oooo!, aaalo oooo okun nho rururu, osa nho rururu omo buruku tori bo, ta lo mo ooo?  emi mo ooo   o ya so fun wa oooo  sunday igboho!""",Abuse,141
test_yoruba_00130,"""@username olofo ni awon iran e...must others support obifraud too""",Abuse,67
train_yoruba_02574,látorí àṣà kúẹ kú tí àwọn ọmọ ìyá wa tó lọ sóko ẹrú nílẹ̀ amẹ́ríkà ni a fi sọ ìran yorùbá ní akú ku oku eku aku ikini yoruba,Normal,124
train_yoruba_00079,yorùbá proverb ajá ilé ò mọdẹ́ ṣe  translation a domesticated dog does not know how to hunt  lesson pampering,Normal,109
train_yoruba_03207,"""@username olodo otondo sori bi ti agbon sekemba""",Abuse,49
test_yoruba_00692,"""ode buruku ni bobo yen sha. rapist oshi 🙄 ##url",Abuse,48
train_yoruba_02125,"""@username e pain am... oloriburuku omo southy jatijati""",Abuse,56
dev_yoruba_00062,ọdẹ ni òṣóòsì ọfà àti ọrún ni ògbójú ọdẹ yìí ń fi í ṣọdẹ kò tàsé ẹranko rí ni a fi ń kì í ní ọdẹ atamátàsé,Normal,106
